	ID	Label
0	864489646838996994	0
1	904260363264245760	0
2	1298379668295282690	1
3	1184510468565721088	0
4	1499554271297167362	1
5	1481063074375380997	0
6	972464976194654208	0
7	728568472897081344	0
8	975190247863668736	1
9	1121173522884251648	0
10	1286845581860642816	0
11	1013063301788340224	0
12	853373156228313089	0
13	905877764078682112	1
14	1053462823211167744	0
15	900071374718464000	0
16	791606097920614400	0
17	1272587478667534338	1
18	893987861795450880	1
19	948449820066410496	0
20	929574707136888833	0
21	895013266371497984	0
22	1497961768714313729	0
23	687498170901901312	0
24	940844762155888641	0
25	770121648167149568	1
26	1245068775118028802	0
27	1188579193845669889	1
28	1278092929228136448	1
29	1079450069370396672	0
30	762261228681105408	0
31	1274769802733764608	0
32	1430907601806532612	0
33	1042839963157577729	0
34	1239287223582892035	0
35	753026457467629568	1
36	1207818519150235649	0
37	782214484836376577	0
38	919071548354580480	0
39	1124717792366878726	0
40	893937869894582274	0
41	853676176237359106	0
42	895035356525076485	0
43	891479312771162112	0
44	1496939967897280512	0
45	1137499934641405952	0
46	932640898978066432	1
47	1018682896519913472	0
48	747923185073532928	0
49	1351576858899476487	0
50	895333664250241024	0
51	1360087272448806915	0
52	989896280905265152	0
53	895852368339906560	0
54	1006367005258207234	0
55	1499598642398871554	0
56	1370211693972840452	0
57	891796609352163328	0
58	1313217641109024768	0
59	987472666914271232	0
60	812307752081063936	0
61	1030247868580413440	1
62	689338543441858560	0
63	948371200350347264	0
64	1214224149540954114	0
65	1078815218254446597	0
66	920807052783468544	1
67	970330592599568384	0
68	895068186193915908	0
69	1007612193456775168	0
70	1113884793501048832	0
71	836224311023267840	0
72	790683313019228160	0
73	949097321618460673	0
74	900365720055402496	0
75	1049707088211890176	0
76	1062375569063641089	0
77	888802707611496449	0
78	852584857326592000	0
79	766487174632136704	0
80	1111200985043611653	0
81	948419634499223552	0
82	1460634611860611076	0
83	723261306623520769	1
84	977227370154418180	1
85	796368633358385152	0
86	826868263342714880	0
87	948385018082144256	0
88	1363531649565167616	0
89	1383859208425144323	1
90	710749383218896896	1
91	895429474698788864	0
92	1349846379267579904	0
93	1005107556853821440	0
94	1214074785786978304	0
95	922138084522823680	0
96	812468146485493760	0
97	1140758945788813312	0
98	1286955475137945600	0
99	1132970439054118912	1
100	1166609299470262272	1
101	1349665939051081729	1
102	1031912456111771649	0
103	1214043515967229952	1
104	1169887815385006080	1
105	766091529932767233	0
106	1007073576044941317	0
107	994042572258476032	0
108	903706828823035905	1
109	824252109407260672	0
110	1091339069001555969	0
111	948429851802791936	0
112	955228004896165894	0
113	705108120046051329	1
114	890060095761022976	0
115	994172505949696000	0
116	929521785955061760	0
117	1111697968095088640	1
118	1220547257461690368	1
119	1160213120914059266	0
120	959578839474094080	0
121	950073217028308992	0
122	1418599084089221124	1
123	890357137217638401	1
124	1227322402264231941	1
125	888076477685682176	1
126	907274160677773313	0
127	1481325204932493312	0
128	756172072267685888	0
129	978756190606938112	0
130	840757999677390848	0
131	1251555650561335300	0
132	994207285101645824	0
133	1196805491495555072	0
134	994244059077206016	0
135	1398704009154813953	0
136	1358940950274445313	0
137	1395205221010350082	0
138	1197191430386733057	0
139	922228550198902787	0
140	850373786356531200	0
141	1180639925827444736	0
142	1227569501706891264	0
143	1006748421015965696	0
144	1347619985657499648	0
145	948368414900408321	0
146	911922163388698624	0
147	1318641740622880768	0
148	1021043980572635137	0
149	926588369831907328	0
150	762570567165759489	0
151	848634433251028994	0
152	941042124304330754	0
153	1100441682175127553	0
154	1291296442607382533	1
155	908320030533681153	0
156	1437502993004302338	0
157	980674902633181184	0
158	1227624003331907585	0
159	1257691697015906305	0
160	1013903538718740480	0
161	1180191594160545799	0
162	959728299319746561	0
163	1286905869515587584	0
164	762751362606084097	0
165	1191370165503565824	0
166	1181058264869548033	0
167	1183807997321109508	0
168	961093556613140481	0
169	905621492502859776	0
170	1078341687213244416	0
171	1346596743652237319	0
172	930804901130551296	0
173	1068520816671768577	0
174	858549100974751744	0
175	1122177730659983360	0
176	1429993759413084160	0
177	1232486943151267841	1
178	970016214427709440	1
179	867897325062037505	0
180	812519034298060800	0
181	902256102112362496	1
182	958515474794471429	0
183	912042494212190208	0
184	837407575377240064	1
185	1006676638849892352	0
186	1304805276185485315	0
187	1125795174855000064	0
188	1081610053696872448	0
189	1184540466248867846	0
190	1113854672517750784	0
191	1498860449927938056	0
192	853139076303781889	0
193	980450012428685312	0
194	913250133742989312	0
195	1078506053564858368	1
196	1009377162439380992	0
197	934011056900382720	0
198	780594984626061312	0
199	1206658313825529856	1
200	1198372530035331072	0
201	1108796107851788290	0
202	1012134321296064512	0
203	1299792011671683073	0
204	758025270875951104	0
205	1097984663086231552	1
206	1196530632043552768	0
207	1004346863598759936	0
208	699285956289888256	1
209	733048970709237760	0
210	1477381958967906304	1
211	1442520670764552194	0
212	849429780206432261	0
213	1319234333308235776	1
214	906619407601852416	1
215	1168155824503627776	0
216	854541951856779264	0
217	955529723408453632	0
218	1393959544196419587	1
219	1367145515582947335	0
220	1352465410067730433	0
221	958210011183771648	1
222	864908300021792768	0
223	1097962794400600064	0
224	1499606109946101762	1
225	948364101486612481	0
226	1203162220948946944	0
227	895365092992106496	0
228	905937572337213444	0
229	773862111537729536	0
230	1360226368974422017	0
231	1092983131743940608	0
232	913235751860498432	0
233	1014979727923138566	1
234	1076145842812342277	0
235	1214269812530040832	1
236	1438198928713949190	0
237	878334842173181952	0
238	942132950346248192	0
239	1456050835297812487	1
240	1113545128268795904	0
241	1021333015929253890	0
242	897169701947793409	0
243	1006189574433968128	0
244	817741135707799556	0
245	1090635935467868161	0
246	1288241162285973507	0
247	1250916478389555200	1
248	952675637977911298	0
249	1442541318471827463	1
250	1062400974780801024	0
251	1333290380503158785	0
252	803477391737700352	0
253	991037438595403776	0
254	948360825718239233	0
255	1168232573144895489	0
256	1018857931117289472	0
257	974474356913987584	0
